neuron_id,time,v,w,y
0,0.0,-1.0,0.0,0.5
0,0.1,-0.9712336325043928,-0.0024000000000000007,0.506277874159417
0,0.2,-0.941777676799248,-0.0045545090600351435,0.5121349792908388
0,0.30000000000000004,-0.9067717550756365,-0.006459581616444903,0.5176018583503674
0,0.4,-0.8728091513164202,-0.008072414334704747,0.522712632620764
0,0.5,-0.8531540399975934,-0.009403224093493999,0.5274911156597445
0,0.6000000000000001,-0.8177483310905942,-0.010568275779276385,0.5319441538148455
0,0.7000000000000001,-0.7900666178312914,-0.01144262546301377,0.5361131061266967
0,0.8,-0.747889915870748,-0.012089925602700812,0.5400091972778055
0,0.9,-0.7121205179658974,-0.012395669405809513,0.5436681863690978
0,1.0,-0.6720200887277998,-0.01241330126533951,0.547099491394659
0,1.1,-0.619081432878527,-0.012110016847063736,0.5503240066858687
0,1.2000000000000002,-0.5667647103882372,-0.011385164202270745,0.553370457209635
0,1.3,-0.5207341745308072,-0.01024641683448211,0.556250470195257
0,1.4000000000000001,-0.47370796415867295,-0.008746713162987882,0.5589687099476325
0,1.5,-0.4281788279706092,-0.006880397912014143,0.5615375803116731
0,1.6,-0.36807574088488837,-0.004661793989142127,0.5639659120794319
0,1.7000000000000002,-0.32029940551832364,-0.0019765644346907245,0.566279230777578
0,1.8,-0.2520744812000138,0.0010736903335447066,0.5684722143530864
0,1.9000000000000001,-0.20170325515020937,0.00465022286580991,0.5705750723118947
0,2.0,-0.13401237324697848,0.008606835398267051,0.5725749030339807
0,2.1,-0.037276429585343954,0.013079652665742314,0.5744971993027458
0,2.2,0.0481748560853784,0.01829773145199881,0.5763777209919111
0,2.3000000000000003,0.13721778402912968,0.024166024819389044,0.5782069492326729
0,2.4000000000000004,0.2226138898035324,0.03070910453277799,0.5799917821183109
0,2.5,0.3148434103578371,0.03789347738219647,0.5817310453167083
0,2.6,0.41268422084686185,0.04576970640981311,0.5834345981621121
0,2.7,0.5220793496074985,0.0543782540555652,0.5851102403168866
0,2.8000000000000003,0.6613854145695675,0.06380686802646957,0.5867712699126807
0,2.9000000000000004,0.8034528054254289,0.0742895873876567,0.5884487445934922
0,3.0,0.9373095084327643,0.08584175647177913,0.5901432105081152
0,3.1,1.0600680499147148,0.09839084529782186,0.5918438999631175
0,3.2,1.1815813791191876,0.11184168828723351,0.5935379960583135
0,3.3000000000000003,1.2740617289789438,0.1261785525151487,0.59522378008126
0,3.4000000000000004,1.3666833846573219,0.1411635036108833,0.5968715937380353
0,3.5,1.4544177394871889,0.15679352426503224,0.5984838096952798
0,3.6,1.5548339584589628,0.17302538762563355,0.6000575904470392
0,3.7,1.610431321510207,0.18995669681250119,0.6016079547543672
0,3.8000000000000003,1.6418625194296734,0.20722442452498283,0.6030913647807207
0,3.9000000000000004,1.6704359869501209,0.22463308836346033,0.604488723930626
0,4.0,1.6889167945974082,0.24215892449353515,0.6058037897988275
0,4.1000000000000005,1.7078381253766812,0.2597204417335558,0.6070329417839466
